rank,xp,wallet_address,on_chain_missions_done,referral_level,referral_count,Sybil find (Ancestors),Sybil find (Social link),Sybil final
2318,23900,elys17tacd4c8kzwngqj3ju64nttggrljuxczqlnf2f,268,0,0,True User,Sybil,Sybil
5930,20900,elys17szshwm00llcjdgtzrfv0ywkl5a08smzfj2cx7,236,0,0,True User,Sybil,Sybil
7603,19500,elys17sht4kkpn9geplqpnad8p246f0g9sc8yn3ju4p,232,0,0,True User,Sybil,Sybil
23170,13200,elys17s20q82tgmst4vytfm72vdwxvrpe4xalj73xaa,158,0,0,True User,Sybil,Sybil
4629,21950,elys17rwe4gu5s8ud5ypw8yj2vtskqvntjya9gw7qua,253,0,0,True User,Sybil,Sybil
10299,17800,elys17rcypvz6macqknxj30hj4tv6zk9ewptrl560w5,190,0,0,True User,Sybil,Sybil
20274,13950,elys17ql9z3easxqhs46d22g8yhmtraqg9j5pajmf0q,167,0,0,True User,Sybil,Sybil
2596,23700,elys17qhh2lv2xs9t0pepeemc5ghde8l2apaq803sa4,268,1,0,True User,Sybil,Sybil
35239,10600,elys17pza7pak8hdgvhuu0ju33446ykj4czq2pecjqz,104,0,0,True User,Sybil,Sybil
99700,5300,elys17pz3kukjr8wa84vykzvud7jcgue34fxvn79tm3,106,1,0,True User,Sybil,Sybil
23730,13050,elys17py8p0uhwzmsyarxc8zhdvlmwf4twlak0sewjz,155,0,0,True User,Sybil,Sybil
26416,12350,elys17pr6h6tae25pyk4t5yjtp9q23pturn3whh9f5e,125,7,0,True User,Sybil,Sybil
20525,13900,elys17pp0wrqqn04wg0dmgg73xzd0zk3xc7g8uge02t,146,6,0,True User,Sybil,Sybil
24764,12800,elys17pc0ntx2hwlgwupdr3jznvttuzx0xytl5tu3de,134,16,0,Sybil,True user,Sybil
2477,23800,elys17pax3el7grww3rr2lnek7ea60q8922fntth2cn,268,0,0,True User,Sybil,Sybil
21474,13650,elys17p5guajnzud0spdk7z5dts0yvdlrft8me30ztw,163,0,0,True User,Sybil,Sybil
63161,7500,elys17nzt2t9p9l7tlfnjsneer39n4le4klx4rp8yxl,108,0,0,True User,Sybil,Sybil
1799,24250,elys17nvyprtzufc86l07y8v8yhcsls0tgtsyw8mnad,273,1,0,True User,Sybil,Sybil
5252,21450,elys17nsed2394rmnmjmt6m09su0kxau3qed309f5ch,251,0,0,True User,Sybil,Sybil
29489,11600,elys17np62tq6fa2m4rtpndxxt2p4akvcjqtpgskwaz,120,7,0,True User,Sybil,Sybil
38246,10150,elys17nmtufa8qcq9vhxc53uvatvg5qafnxanvhx3x4,99,7,0,True User,Sybil,Sybil
5618,21150,elys17n50ha6rvg08706uy6nw6gzxzeftje80spl6kl,251,1,0,True User,Sybil,Sybil
6723,20300,elys17n07jqxe6d6s404v7t8ymn47jwft3y3g9puhdc,238,0,0,True User,Sybil,Sybil
44820,9100,elys17msg7y8ghkyegecj46jvlsdmr9pewwyyd7ltw7,110,0,0,True User,Sybil,Sybil
2246,23950,elys17msafq07v73f2p9ws74rtqpvtr323zm679mk0z,269,0,0,True User,Sybil,Sybil
37509,10250,elys17mq79wne6ulm2e00md44vfqynq0vt29c3e7vja,119,0,0,True User,Sybil,Sybil
31838,11150,elys17mmknnc3ytnsgyyt68f30yvsu8fkllnfwckqpt,135,0,0,True User,Sybil,Sybil
4872,21750,elys17mf8wkukl9rfh359uay28e9ka7f0dehr7ajgcu,253,1,0,True User,Sybil,Sybil
69646,7100,elys17manwfqn9apjc2smn7ssgqk3ec98xwqlaasw3e,108,0,0,True User,Sybil,Sybil
39338,9950,elys17m4d2aqz33v6tg8y8k5flpmafkcfgyagu3s992,97,1,0,True User,Sybil,Sybil
3535,22900,elys17lzts2gq99ulk0ys6ltl4yx79500qlwr0f0ec2,252,0,0,True User,Sybil,Sybil
60107,7650,elys17lzqt7vakmazvz054kh8vsaxscnsntkfke62mp,95,6,0,True User,Sybil,Sybil
38883,10050,elys17lvskv7l2m87hupy6hd8ffhnp4w0l620ycghlr,99,17,0,Sybil,True user,Sybil
21725,13550,elys17ls0laz0gz3v27qmdhuae9kr49a4scuvvz282w,171,1,0,True User,Sybil,Sybil
69672,7100,elys17lkwk53v5zz3439aw30a45857kl4swxdzcljrp,104,0,0,True User,Sybil,Sybil
7239,19850,elys17kxdx8r34ttmsknqa8e6ecfsu56n5a77urxk7n,239,0,0,True User,Sybil,Sybil
58033,7800,elys17kn99fvy9e3yal2cdzmr4t6ty6s09tsdsuut4z,96,7,0,True User,Sybil,Sybil
11303,17200,elys17k54fpptqpdzknlxdy759rrc8elcnx3r2wjxxu,196,0,0,True User,Sybil,Sybil
5953,20900,elys17jy9dnum2aj7enu7gl8akfq8s20h9a9s77z07c,230,0,0,True User,Sybil,Sybil
2863,23500,elys17jnmqshayhpqjz526k36sdmhdkfgpkzejvgpc8,268,0,0,True User,Sybil,Sybil
41069,9650,elys17jl4s3zq6kuw4vruxlfe6y62mxp0nrgz6cykq7,117,10,0,Sybil,Sybil,Sybil
5054,21600,elys17j8hmmylvgkna9xazewajqjdl0wfw2ttn60m4h,252,1,0,True User,Sybil,Sybil
70704,7050,elys17j4h0ptfqlfxfmywq2w20jk3tr88pk3cnvy640,105,0,0,True User,Sybil,Sybil
30710,11350,elys17hx5vtjg3nqlkurjjq7dm504rz53r7uustc3s6,113,1,0,True User,Sybil,Sybil
53320,8150,elys17htv7fray4drf428c3lpwwgysdjjfnklrdg25m,101,5,0,True User,Sybil,Sybil
32708,11000,elys17hqy5fdp9rrflm5qgyzyp6paqmdlgpk45qc5w0,130,0,0,True User,Sybil,Sybil
6009,20850,elys17hjcrx369htzf2y0tsflu3rgj8rf4650u2646g,243,0,0,True User,Sybil,Sybil
15948,15200,elys17hcf89e9wjr8h42627jdmje0m26l42uc4efym4,158,2,0,True User,Sybil,Sybil
29698,11550,elys17h56qq8qgfc9fc9glvqgaednkyen9umh97hpav,139,0,0,True User,Sybil,Sybil
74412,6850,elys17h0mt0mgyuszqty3j63v6s9r3vwpgln3s5y2p8,97,0,0,True User,Sybil,Sybil
3800,22650,elys17gwy39w40970dpn2thc25qagrl2hx9gjzt3d0a,259,1,0,True User,Sybil,Sybil
4543,22000,elys17gwt9llkf2y5ghn2ynwzu6yevjxhpygdf26et2,256,1,0,True User,Sybil,Sybil
35565,10550,elys17gtjjje2j7v72l8sg92n0v9uu9d9lcjgn6d73y,121,0,0,True User,Sybil,Sybil
32710,11000,elys17gl9w0rp8jku7xwdqe755duequfpvnfwmk7dkh,114,16,0,Sybil,True user,Sybil
6774,20250,elys17gfx449q2wnztxcrkhe378yumjf7gwd9jqwsdl,239,0,0,True User,Sybil,Sybil
28648,11750,elys17gf57z226ayqyayfs94d0zra9mxd8hj98tzt4s,143,0,0,True User,Sybil,Sybil
75222,6800,elys17g97zj54kv5rc4p2qpqvg8edscd4kstyy45k5g,100,0,0,True User,Sybil,Sybil
10161,17850,elys17fshkeyuavk26lcqjgscpwqzvh5449eurlht3q,199,5,0,True User,Sybil,Sybil
30983,11300,elys17fr84k7lf2ru2cxv098rhkmu0p4nt068x0k2ay,120,7,0,True User,Sybil,Sybil
37515,10250,elys17fnx6xk782hp9kn08ywftmdpapwgvq2ngfwkg5,111,0,0,True User,Sybil,Sybil
30743,11350,elys17f98jackv2zfj4cg4d0snfeqdvfmwsj2azdpfy,119,7,0,True User,Sybil,Sybil
35567,10550,elys17f7ljrd8qazgeq2w0lwatqyasvajdge34zr466,103,3,0,True User,Sybil,Sybil
19763,14100,elys17exymm5zpmykvqmt8h0d0yda53urwfkejmyd9e,168,0,0,True User,Sybil,Sybil
4263,22250,elys17exny79ff20ppscf96svln8zdlwv6ageskeqts,255,1,0,True User,Sybil,Sybil
2872,23500,elys17ef7n8azt8mhx3fn64hzzdsdpkpa34w722qs0f,264,0,0,True User,Sybil,Sybil
26492,12300,elys17dyhek802eju3f9erpr69fmd0fgyq7crgcvp68,121,10,0,Sybil,True user,Sybil
29850,11500,elys17drrd2952sanczcxfrnlle7v96lc6nncsn7xuw,114,2,0,True User,Sybil,Sybil
12606,16550,elys17dp4n7lw8httnhkzswgx5qufvs9nv4p82qfyx8,173,0,0,True User,Sybil,Sybil
16580,15000,elys17dg0e0ful3hdge0ze2quh2dzsqjzrg32qjep7v,180,0,0,True User,Sybil,Sybil
50916,8400,elys17cyd4yefxk2y6gxdhv76z5a9zhgvc7yxc8p6z5,120,0,0,True User,Sybil,Sybil
31300,11200,elys17cuqdy0nfjptxu4xf7xk7tdueellhr6rx5f46m,116,0,0,True User,Sybil,Sybil
74430,6850,elys17cr5wd26hnpgj524p50sekrftw5jlkfnyu0uz3,101,0,0,True User,Sybil,Sybil
48909,8600,elys17cl80q78e56a44dstz348nugcvswgdhdyh4rsx,98,0,0,True User,Sybil,Sybil
5132,21550,elys17ckz3mas5j7z4af0wvs9zdj0qeptcvurkjateu,249,0,0,True User,Sybil,Sybil
37452,10250,elys17ch52pwpkf35hzt3md0myx37jknu852rk5h099,123,4,0,True User,Sybil,Sybil
11182,17300,elys17cdyvrrzsd2rawu3m4z6w83my0rtw7g7wvh4gs,187,10,0,Sybil,True user,Sybil
30183,11450,elys17c9d748pwmd2jzmegte98phjms97le6tsnz00l,119,7,0,True User,Sybil,Sybil
38247,10150,elys17c2mdzt7dkhk9k3kfxnks4c8fnvm6wmwlyg5eq,103,7,0,True User,Sybil,Sybil
4166,22350,elys17amw56hjq9raq4n6589mny53zv9vwglq4m39da,249,0,0,True User,Sybil,Sybil
39199,10000,elys179yyjfu9nychfyhafqxctyvxkzd5gzgy4x7lyx,98,17,0,Sybil,True user,Sybil
44318,9150,elys1790cz6u2s463el6jtkhp06frjss8msee48s93d,96,43,0,Sybil,True user,Sybil
24170,12950,elys178zzgdhc6mxgzs64z6n9nk393tqnjgnpv23vwl,137,11,0,Sybil,Sybil,Sybil
74426,6850,elys178qrzhjweyyy5yqfgx0t72ra3ca3pyge6m3hw0,101,0,0,True User,Sybil,Sybil
40239,9800,elys178ap4aq5jp838k5cm2xwtgcpv2gzrmdx4u2y07,110,0,0,True User,Sybil,Sybil
38301,10100,elys1784cz25a0du6cnec8avsk2ed3940d8eulg0pjz,102,0,0,True User,Sybil,Sybil
33977,10800,elys1780rrxqvatkj8yxqyv7tskcv3dw55kdt0rm39g,130,0,0,True User,Sybil,Sybil
82911,6450,elys177v46lz607uscxd0g24p4a03jx99pg3wew5jcp,97,0,0,True User,Sybil,Sybil
27061,12150,elys177k0chqyzg7fmxqrarjkf2s8p7q355qf6vy72y,151,3,0,True User,Sybil,Sybil
5244,21450,elys176gs5f6jd9n2m8hef0q5pqgwv0zuruz685s6j9,251,1,0,True User,Sybil,Sybil
21657,13600,elys176e47sa5m9td2c68qdpea9dmfv8lrtwhxldelc,162,0,0,True User,Sybil,Sybil
5195,21500,elys17633suvzq3e0hkhc86rwquakzqh5fwcj8kah8n,252,0,0,True User,Sybil,Sybil
22614,13350,elys1760xemf86xnehpvjhy6qae9nnj3ff9c93j9c3p,135,2,0,True User,Sybil,Sybil
4159,22350,elys175tcqqq8f6l9pjg7vmx70vra30r4mdae68q2du,257,0,0,True User,Sybil,Sybil
84501,6350,elys175q456tnqvcx3pau97eafe7fmyt69926q2flae,95,0,0,True User,Sybil,Sybil
2173,24000,elys175pyztdyml6at3nemcrdgnlsvycycqe0x08jpl,270,1,0,True User,Sybil,Sybil
43471,9250,elys175cje6hat473kg467p0qpfeq8gyt4c5d0udp4f,97,2,0,True User,Sybil,Sybil
2183,24000,elys1753uq3mf3z5l5s0jqkhf3ca9al2s2r6akj5jtt,268,0,0,True User,Sybil,Sybil
39310,9950,elys1753umhw8xj8ly3uxe0hd0szch40u0swwjq4dtw,95,4,0,True User,Sybil,Sybil
77517,6700,elys174vpk0ap20vdvy7msedu3wq4x3wyasz79l7ewk,98,0,0,True User,Sybil,Sybil
39415,9950,elys174qpz833k7vlh3wywgr6t6uj2k7s2k5t9tgw0x,117,0,0,True User,Sybil,Sybil
15352,15400,elys174nl6dtw58e3kmtju2l0d6mtnmy2ep5m6ge8w5,166,0,0,True User,Sybil,Sybil
4095,22400,elys174gj4t2var4vk264qpur986j9avz9kgq9v372w,258,0,0,True User,Sybil,Sybil
2316,23900,elys1744fuv4n3ut6869v8624gxwk4wvlwleex3sfj5,268,0,0,True User,Sybil,Sybil
2725,23600,elys173t8rq3uasxxwfxwrxjv2tewdkeagqz79ef93v,266,1,0,True User,Sybil,Sybil
41239,9600,elys173jr4stnll6nmwsx3kagkzwlezunlaq4dqsk5h,96,2,0,True User,Sybil,Sybil
2666,23650,elys173cs54dj2yyk2atx9td8kkzkpuveu5llal7uf7,269,1,0,True User,Sybil,Sybil
35228,10600,elys173acd87fasl97guku0cyh79n2r9dpk9t90vglx,104,0,0,True User,Sybil,Sybil
15574,15350,elys1737emdw4mq3p3yp0fwrfjvnyas50jf7p9444ta,163,2,0,True User,Sybil,Sybil
2920,23450,elys172uqau7m5yc9m4wwdf0tfhs94x7qmm89d2l3n9,267,0,0,True User,Sybil,Sybil
33686,10850,elys172g6e5kph957p5m4dnpupaa7ffkmh3908cyxlg,125,0,0,True User,Sybil,Sybil
29238,11650,elys17237vpm8wnwt37lerxdes54hft702nq0722rhp,123,16,0,Sybil,True user,Sybil
4387,22150,elys170xvtmvltf6pf0803ut5m8lw4j3qdgt233vydr,255,0,0,True User,Sybil,Sybil
34954,10650,elys1703lh55hnplsavh9e83jzfthmd7sl2m7y4grgp,127,0,0,True User,Sybil,Sybil
5825,21000,elys16zy592afp3gml6w4scage3u0xtmraf2e4upa9u,242,0,0,True User,Sybil,Sybil
32405,11050,elys16zw43e59v8apfa9vmakt07elc3xt5jmmm2gh33,131,0,0,True User,Sybil,Sybil
2976,23400,elys16zt9aq8afjsmjdt0yp0s3krrzravlwnrzg78u2,266,1,0,True User,Sybil,Sybil
18806,14350,elys16zqtvek33jfupf0anelpktknmpucrmr5a6p8v6,171,0,0,True User,Sybil,Sybil
26205,12400,elys16z5aq7qszzxz9cfcdmexxw8ny8xn028csq8k9y,148,0,0,True User,Sybil,Sybil
19750,14100,elys16yy0pmv5sqe8jkpca293tegzd046ywjefdjh46,168,0,0,True User,Sybil,Sybil
19385,14200,elys16yf6c7uc3tdgpwygjw6n9jqxp0jaya0rvaprel,170,0,0,True User,Sybil,Sybil
60099,7650,elys16y87s37xd9p6yec3g84q9p0c5sw5ctk038yvvy,95,7,0,True User,Sybil,Sybil
24836,12750,elys16xj604rla45l6tgh4nyyqgx0aqa7tmagc2p2xv,153,0,0,True User,Sybil,Sybil
2858,23500,elys16x7dunh3s0u774a4l9n968tsl48nc4zgq63wan,268,1,0,True User,Sybil,Sybil
2995,23400,elys16x279ugavq5tqfzzmpycn4qsr767u2fwmxduph,266,0,0,True User,Sybil,Sybil
18248,14500,elys16wldpr7cwe0tpzxh0lv5qjkeupypec5hxu5w7j,172,0,0,True User,Sybil,Sybil
22606,13350,elys16wdmfq4jdhc66349qqd6xc23ycpuzecwkqe0kk,134,10,0,Sybil,True user,Sybil
4273,22250,elys16vw3gr3ulukezlhqm52zgg6l5tec0x4skhpg7h,255,0,0,True User,Sybil,Sybil
29697,11550,elys16vt6ngwl4k0d7uqhwz5v4uqd8etzcn2dev4rgy,135,0,0,True User,Sybil,Sybil
1801,24250,elys16vqzjjqfh79elxvhudu2eas7pdy7mz9xh9044z,273,1,0,True User,Sybil,Sybil
30481,11400,elys16vkhv2u9rapetazgtdcpxv7mtnwp57n99ld994,118,7,0,True User,Sybil,Sybil
24901,12750,elys16vcqayf2ffd7dklpu2pjsz9htak7r7l79kqed9,153,0,0,True User,Sybil,Sybil
17742,14650,elys16vcjssmg6ruv9kwmhd4metvjsscw3r2ls4yt47,175,0,0,True User,Sybil,Sybil
23542,13100,elys16v8rnzu6fud67wcd3cqjh90hd29mejw7lq9ct3,156,0,0,True User,Sybil,Sybil
59893,7700,elys16v4pf36huqcfyu44z3l08h2vw4mwaaxa2chcr5,110,0,0,True User,Sybil,Sybil
24347,12900,elys16uy0ppnkzca72csr4ly99cqc4rtgnmm7nalte2,154,0,0,True User,Sybil,Sybil
21554,13600,elys16u8et9yyk0zfdaxq5q2l5qes7wfm9n397rmz7n,140,2,0,True User,Sybil,Sybil
27719,12000,elys16u4e0a45xu97uvh2yq7h0tz0q9207cnd5jkmws,142,0,0,True User,Sybil,Sybil
40054,9800,elys16u0erxl0ppsy55lzh8t3st5xxj6rsfj4fx4wjr,98,2,0,True User,Sybil,Sybil
40436,9750,elys16tycl269taj7t73uhnfg6n0mrk0q2z2g9gkxzh,95,1,0,True User,Sybil,Sybil
5128,21550,elys16sy68k808gu5c8wer5wjluxvk0qey3x6a9szqn,251,0,0,True User,Sybil,Sybil
34323,10750,elys16sxrrt25fx2dkvvgy8r7wlrs34awf55ge3efem,109,17,0,Sybil,True user,Sybil
18422,14450,elys16svmj69tna98qjz6vwupzdd5twcv4qv972zqrs,173,0,0,True User,Sybil,Sybil
32732,11000,elys16suyzgdewpdakakp5cm2fja6j0uqautn4lyy2v,112,7,0,True User,Sybil,Sybil
30745,11350,elys16stmw9dakruugww2jn3a0chdla6n85hxj0fqsk,117,7,0,True User,Sybil,Sybil
61042,7650,elys16sny6dkl5l2me9y423xas20aqp2wjrjasge5uk,109,0,0,True User,Sybil,Sybil
16358,15050,elys16shxg54mdxwg596txpkezp8hhg9h9a87ltpega,157,2,0,True User,Sybil,Sybil
15211,15450,elys16sgnfn6hkjfxf4nucjhz8axqh6nqfrk4snsxdm,169,0,0,True User,Sybil,Sybil
33705,10850,elys16rd5sgdfjs3yjnslvlxntdy90mr6w7ak9untjd,105,1,0,True User,Sybil,Sybil
35251,10600,elys16qm8kq26jppg9ms9nd06mns8slas425asszl4j,116,0,0,True User,Sybil,Sybil
61815,7600,elys16qj8pu4u2af6pc8zl5jqfn4q6jfrlkc4sgcfv0,110,0,0,True User,Sybil,Sybil
40386,9750,elys16qfzc8ftssyczurj0ynhwzj94ypvdd7cn53utn,121,0,0,True User,Sybil,Sybil
6829,20200,elys16q5znxz8sxfxh877z8rs0fhyxx3j8slqu90zs5,234,0,0,True User,Sybil,Sybil
57825,7850,elys16pp565zupa3ytn99lwh9pmnfnw94nt4exw57vg,111,0,0,True User,Sybil,Sybil
25668,12550,elys16pmcaqqad47exghv7lc69mpuqg0uhfrvts42fv,149,0,0,True User,Sybil,Sybil
7556,19550,elys16pm8ppwl4m52tg7s9t3a53qc9ym0pcs82msfk2,211,0,0,True User,Sybil,Sybil
5432,21300,elys16nrya8dlrc4y3ndyhv7yp2t6va24zd96tfuyq4,248,1,0,True User,Sybil,Sybil
67122,7250,elys16nq45a9l6vq7peqh9fvr5mfa9w7hmkye9ychtm,107,0,0,True User,Sybil,Sybil
4826,21800,elys16n2vcclvhmc6hm9qvj8mwhvwul654emhyukxfz,252,0,0,True User,Sybil,Sybil
41498,9550,elys16mypuhxdtfzhvx2m6ery5nlclsfdevwzvwtxpn,117,1,0,True User,Sybil,Sybil
1748,24300,elys16mklcgfqneytluljzjmrekwrnvp7hhnnrvaapg,274,1,0,True User,Sybil,Sybil
2392,23850,elys16mejln8pz59fuph39peqec6x8x4p0hx280ytut,269,0,0,True User,Sybil,Sybil
25286,12650,elys16lgwq2l5zqg55nzy2kz2tcv5q2degrg7zdal2l,151,0,0,True User,Sybil,Sybil
5875,20950,elys16lfv7wl6lz0jhcu6aenhck7rzrh0n4yt3dq6w7,247,1,0,True User,Sybil,Sybil
20887,13800,elys16l83d4g5p43zvmzj5ddcthpxdn5cz3wnl68hux,164,0,0,True User,Sybil,Sybil
25488,12600,elys16ktag66y3m8t58d98c7knszwg9rew8nhk9nnaf,150,0,0,True User,Sybil,Sybil
6715,20300,elys16kq7hrls7h5skeu79j2xuanhj35f3dzng9crq6,242,1,0,True User,Sybil,Sybil
3151,23250,elys16jsz6t0mz6guyw6xlaqwtjja22mukq52n7xrzr,263,1,0,True User,Sybil,Sybil
1938,24150,elys16jrrhls5hgzf4zcxfeyahpxr364vj4wedeatqv,271,1,0,True User,Sybil,Sybil
25119,12700,elys16j4dt73f9agtef7yqkxfhkptlc0j9h2c36ec8v,152,0,0,True User,Sybil,Sybil
79681,6600,elys16huadluaf5lkww4emtxscwwj3sajmmc5meqk6l,96,0,0,True User,Sybil,Sybil
21753,13550,elys16hmxsxls0leyplhzak3wzhhzu8h0vt0jpyrh4z,141,2,0,True User,Sybil,Sybil
1266,24900,elys16ha57n0r849vqge4wjzwqy33cv8ay48rjhg5y4,273,12,0,Sybil,True user,Sybil
30480,11400,elys16grqk9mxv9cqyrkygmch5ldvqz742klz9atq2n,116,7,0,True User,Sybil,Sybil
31263,11250,elys16gpjmh4pa07a05crrnxvrsw8v8v97xjagcahd5,115,7,0,True User,Sybil,Sybil
5000,21650,elys16gmx507lkan4zn94m2m02sdsqr26jfmr4t8fty,257,1,0,True User,Sybil,Sybil
1702,24350,elys16g7cudv5p090e3xhd6dnf6n4evxtny7msdtv8l,277,1,0,True User,Sybil,Sybil
2026,24100,elys16eshcqgj47l3jvdd3jmptsdmuay70lmayme66j,270,0,0,True User,Sybil,Sybil
26945,12200,elys16elfm60jcncnz4a048suncp87l9vswp8unysu4,126,16,0,Sybil,True user,Sybil
1582,24500,elys16e8apjgjmynrwzkfvmnzxq8x7nlmuflj7kpshv,269,12,0,Sybil,True user,Sybil
21361,13650,elys16e2jlsxh5vauaxrz3zkl6jtwmf04c9mkmqk4ms,143,0,0,True User,Sybil,Sybil
50392,8450,elys16dvkf3j0sce2cr6e0ewrta895ktdsnca9qedrm,95,0,0,True User,Sybil,Sybil
28563,11800,elys16dte3adyah0kj06nqh0shdsvav4ly6pyl6k0n3,122,7,0,True User,Sybil,Sybil
17877,14600,elys16dsk3n092yt44ze83nkgq7x9wdm9g5c3c6emyc,174,0,0,True User,Sybil,Sybil
82064,6500,elys16dqzy6cp307u0jh9f22al0hmwpq9exppchyk25,100,0,0,True User,Sybil,Sybil
28561,11800,elys16dnergtzvp5ey39dz8ryr84v50n4c60gwazuv8,122,7,0,True User,Sybil,Sybil
23555,13100,elys16d5yv90u745a0f35mqmzeghzhrw5tkd8rccevd,156,0,0,True User,Sybil,Sybil
22617,13350,elys16cvmk7mwvvdnd802xz8jcpk35fzq8jxmg5l685,159,0,0,True User,Sybil,Sybil
24361,12900,elys16ctyg67mzj75ef90sup2lyjugd40s4ma8efqqy,154,0,0,True User,Sybil,Sybil
4223,22300,elys16cqk70juqef7qp0d6pendat80dmnxpm3ur5yhf,254,0,0,True User,Sybil,Sybil
22411,13400,elys16cnfsuznhvu5kak83f4hxq3auxxs0dhvz5x6zc,160,0,0,True User,Sybil,Sybil
5359,21350,elys16caqk9d274jqllfgcrpjpgqqh3p9wxyhmjayqw,251,1,0,True User,Sybil,Sybil
29227,11650,elys16c4jzhr9pweg39j2nunq6sxcw9096dg8j4dvuj,117,15,0,Sybil,Sybil,Sybil
23552,13100,elys16azw4mtzwqn5aqx2ws525fqcagtf3x4uq78adj,156,0,0,True User,Sybil,Sybil
4677,21900,elys16axk2eqtre2d3cruuu89ht43hkgsacj5j9h678,256,1,0,True User,Sybil,Sybil
33712,10850,elys16ac79r7tx83v3vt3u588wn6q0gpctamwsp9qp9,111,7,0,True User,Sybil,Sybil
19378,14200,elys16a9r973jn5q6hgevkr5xdv60epkfa36gnwwdgd,170,0,0,True User,Sybil,Sybil
5952,20900,elys16a38zer4tkq9qghr477wptfxw0fpnml4jzx60a,246,0,0,True User,Sybil,Sybil
28974,11700,elys169pjthztnl3l8cygce4vdhtlfqjcgzdx9y649m,120,16,0,Sybil,True user,Sybil
67136,7250,elys16983q02gx9m593kwget5q4kf3n9ewzzdfjxsjr,105,0,0,True User,Sybil,Sybil
51925,8300,elys16975v0tmg738nw8xzzvaj6trdg4zkjk9j8lce9,118,0,0,True User,Sybil,Sybil
33410,10900,elys1696u6l9g0l45g9lfu5hy05mjqq5u9xzewpx8v8,106,1,0,True User,Sybil,Sybil
12091,16800,elys168mzuqtpns5swymh3hlhwu00hnd9p0eupaq3z0,190,0,0,True User,Sybil,Sybil
29717,11550,elys168k6sa785r96g6e4aw96ry3mpdd3zrtm2thlxl,119,16,0,Sybil,True user,Sybil
2759,23600,elys168jyjzmhsz00x28tm4pvps6mp5v936p22pvjjt,264,0,0,True User,Sybil,Sybil
2753,23600,elys168fsjtcyu48f0d3zkqap66xpl9a3mmjx8nd608,266,0,0,True User,Sybil,Sybil
19753,14100,elys1686gt62dsz6mlxaunh5p2nj92d0n7nn49me9rz,168,0,0,True User,Sybil,Sybil
33011,10950,elys167u34ete8vlzf8r62vwl78qkfklj7eaymvk3e9,111,17,0,Sybil,Sybil,Sybil
24573,12850,elys167q0uf6azsg608tpepp624xe748lnghtktxa34,153,0,0,True User,Sybil,Sybil
2623,23700,elys1676rektj8mlhktrrd5hjxt7jwms0dez846yt3y,264,0,0,True User,Sybil,Sybil
1757,24300,elys166zep4ax5rh8phf82u8083dlrf4zjncgzntuld,274,1,0,True User,Sybil,Sybil
2602,23700,elys166vcn6tavwpxffx5flhskdvyk9wf3vk9qkf4w8,266,0,0,True User,Sybil,Sybil
43985,9200,elys166sxz4me5ymgzfqg9y2yl58xq9j9pdjprw3gpq,96,1,0,True User,Sybil,Sybil
67936,7200,elys166rvzzsd0cm4cktpvtrs2zsc77gvzgz2krg27d,108,0,0,True User,Sybil,Sybil
29276,11650,elys166rfrlharx2tj4lknsya3t2ks89dzps00rrgkn,121,7,0,True User,Sybil,Sybil
1810,24250,elys166mxtgumu0aj2k2j7m2znc9dmdmet8qcp4rnq2,275,1,0,True User,Sybil,Sybil
3411,23000,elys165vmjc85mfezahfmfgmecngrm5m52mw67pv0w0,268,1,0,True User,Sybil,Sybil
72059,7000,elys165ayprjgqe20p3cnhke9mzqu6w7gj96pavas06,102,0,0,True User,Sybil,Sybil
33687,10850,elys164yf42qjzr7pf92n04ut08km9uapey8fgrazyl,129,0,0,True User,Sybil,Sybil
49936,8500,elys164umywy2g5k4wfpjx5s0j3h20knphacnd7fn8x,104,0,0,True User,Sybil,Sybil
26529,12300,elys164s87puycqzvjprtfcek6d0mjmv6zy6th92eud,126,0,0,True User,Sybil,Sybil
18424,14450,elys164qvg3jcr80f2s669lpw6gx4w933n72dx836h6,173,0,0,True User,Sybil,Sybil
3694,22750,elys164l3kwt70fq2kdes83l62c8uy9s8ckdhqm0fvn,263,1,0,True User,Sybil,Sybil
17734,14650,elys164kumxlv4mqtcqzuzr2ny8fvv8jner4hlueqme,175,0,0,True User,Sybil,Sybil
24763,12800,elys1645hpudh9qfcwra6e5vnd049ahhg7x9lm3j58c,132,16,0,Sybil,True user,Sybil
2182,24000,elys163n8a78p928rd25rq5t9cdrnq86vwcqed289uj,268,0,0,True User,Sybil,Sybil
28783,11750,elys163lvcsyurdktv6ry3ychqpus4va2u4lfkw3m39,119,7,0,True User,Sybil,Sybil
79675,6600,elys163afsgfn6uhasdevaprfhllwwarhutux8nny6s,100,0,0,True User,Sybil,Sybil
15167,15500,elys1632wau6x3q2uy40q5cwn7xgxymswyv0rm997nd,164,2,0,True User,Sybil,Sybil
3752,22700,elys162zxzhyf2vsv98vum5xjlxvlvcfc6dvpd7xuqk,258,1,0,True User,Sybil,Sybil
31834,11150,elys162yu3tqj8xny7mmu8hg3cyh4e5jtatv2eme7sc,115,16,0,Sybil,True user,Sybil
18068,14550,elys162x4pmpfx8qgzudz3t4zg976jhvr4fmanzhqfu,173,0,0,True User,Sybil,Sybil
2804,23550,elys162j8n257s7mz8uj8zfgyf34pc8eyfggmn082c6,267,0,0,True User,Sybil,Sybil
23559,13100,elys1624g7dm3j3k2mp47x9cqnas08wn9kkfudvxnrd,156,0,0,True User,Sybil,Sybil
